video_frame,video_time_s,comparison_time_s,policy,source_step,source_time_s,actual_depth_mm,command_depth_mm,wrist_force_n,eta,state,phase,recording_ended
167,5.566666666666666,2.783333333333333,force,334,2.7833333332928305,-9.446720033884047,-9.193436957465279,0.012676970101892948,,INSERT,insert,False
167,5.566666666666666,2.783333333333333,productivity,334,2.7833333332928305,-9.446720033884047,-9.193436957465279,0.012676970101892948,,INSERT,insert,False
168,5.6,2.8,force,336,2.7999999999592546,-9.415077418088911,-9.16,0.003599640214815736,,INSERT,insert,False
168,5.6,2.8,productivity,336,2.7999999999592546,-9.415077418088911,-9.16,0.003599640214815736,,INSERT,insert,False
169,5.633333333333334,2.816666666666667,force,338,2.8166666666256788,-9.374151378870009,-9.125938042534724,0.0034010750241577625,,INSERT,insert,False
169,5.633333333333334,2.816666666666667,productivity,338,2.8166666666256788,-9.374151378870009,-9.125938042534724,0.0034010750241577625,,INSERT,insert,False
170,5.666666666666667,2.8333333333333335,force,340,2.833333333292103,-9.325685352087019,-9.091254340277779,0.005517969839274883,,INSERT,insert,False
170,5.666666666666667,2.8333333333333335,productivity,340,2.833333333292103,-9.325685352087019,-9.091254340277779,0.005517969839274883,,INSERT,insert,False
171,5.7,2.85,force,342,2.849999999958527,-9.292470663785933,-9.055952148437502,0.0017651485977694392,,INSERT,insert,False
171,5.7,2.85,productivity,342,2.849999999958527,-9.292470663785933,-9.055952148437502,0.0017651485977694392,,INSERT,insert,False
172,5.733333333333333,2.8666666666666667,force,344,2.866666666624951,-9.26053002476692,-9.020034722222224,0.00145772285759449,,INSERT,insert,False
172,5.733333333333333,2.8666666666666667,productivity,344,2.866666666624951,-9.26053002476692,-9.020034722222224,0.00145772285759449,,INSERT,insert,False
173,5.766666666666667,2.8833333333333333,force,346,2.8833333332913753,-9.229788929224013,-8.98350531684028,0.0017116599483415484,,INSERT,insert,False
173,5.766666666666667,2.8833333333333333,productivity,346,2.8833333332913753,-9.229788929224013,-8.98350531684028,0.0017116599483415484,,INSERT,insert,False
174,5.8,2.9,force,348,2.8999999999577994,-9.19959172606468,-8.946367187500002,0.0021719879005104303,,INSERT,insert,False
174,5.8,2.9,productivity,348,2.8999999999577994,-9.19959172606468,-8.946367187500002,0.0021719879005104303,,INSERT,insert,False
175,5.833333333333333,2.9166666666666665,force,350,2.9166666666242236,-9.168746322393416,-8.908623589409725,0.002487716730684042,,INSERT,insert,False
175,5.833333333333333,2.9166666666666665,productivity,350,2.9166666666242236,-9.168746322393416,-8.908623589409725,0.002487716730684042,,INSERT,insert,False
176,5.866666666666666,2.933333333333333,force,352,2.9333333332906477,-9.134868532419203,-8.87027777777778,0.0025561244692653418,,INSERT,insert,False
176,5.866666666666666,2.933333333333333,productivity,352,2.9333333332906477,-9.134868532419203,-8.87027777777778,0.0025561244692653418,,INSERT,insert,False
177,5.9,2.95,force,354,2.949999999957072,-9.095775336027144,-8.831333007812502,0.0021714738104492426,,INSERT,insert,False
177,5.9,2.95,productivity,354,2.949999999957072,-9.095775336027144,-8.831333007812502,0.0021714738104492426,,INSERT,insert,False
178,5.933333333333334,2.966666666666667,force,356,2.966666666623496,-9.053321927785872,-8.791792534722225,0.001478110090829432,,INSERT,insert,False
178,5.933333333333334,2.966666666666667,productivity,356,2.966666666623496,-9.053321927785872,-8.791792534722225,0.001478110090829432,,INSERT,insert,False
179,5.966666666666667,2.9833333333333334,force,358,2.98333333328992,-9.012164920568464,-8.75165961371528,0.0016247978201135993,,INSERT,insert,False
179,5.966666666666667,2.9833333333333334,productivity,358,2.98333333328992,-9.012164920568464,-8.75165961371528,0.0016247978201135993,,INSERT,insert,False
180,6.0,3.0,force,360,2.9999999999563443,-8.97301211953163,-8.710937500000004,0.0014856811612844467,,INSERT,insert,False
180,6.0,3.0,productivity,360,2.9999999999563443,-8.97301211953163,-8.710937500000004,0.0014856811612844467,,INSERT,insert,False
181,6.033333333333333,3.0166666666666666,force,362,3.0166666666227684,-8.935677260160444,-8.669629448784725,0.0013962534721940756,,INSERT,insert,False
181,6.033333333333333,3.0166666666666666,productivity,362,3.0166666666227684,-8.935677260160444,-8.669629448784725,0.0013962534721940756,,INSERT,insert,False
182,6.066666666666666,3.033333333333333,force,364,3.0333333332891925,-8.898610621690748,-8.627738715277781,0.0016527430852875113,,INSERT,insert,False
182,6.066666666666666,3.033333333333333,productivity,364,3.0333333332891925,-8.898610621690748,-8.627738715277781,0.0016527430852875113,,INSERT,insert,False
183,6.1,3.05,force,366,3.0499999999556167,-8.861827105283735,-8.585268554687502,0.001916493522003293,,INSERT,insert,False
183,6.1,3.05,productivity,366,3.0499999999556167,-8.861827105283735,-8.585268554687502,0.001916493522003293,,INSERT,insert,False
184,6.133333333333334,3.066666666666667,force,368,3.066666666622041,-8.824261277914045,-8.542222222222225,0.012094511650502682,,INSERT,insert,False
184,6.133333333333334,3.066666666666667,productivity,368,3.066666666622041,-8.824261277914045,-8.542222222222225,0.012094511650502682,,INSERT,insert,False
185,6.166666666666667,3.0833333333333335,force,370,3.083333333288465,-8.78702327609062,-8.498602973090282,0.002189050894230604,,INSERT,insert,False
185,6.166666666666667,3.0833333333333335,productivity,370,3.083333333288465,-8.78702327609062,-8.498602973090282,0.002189050894230604,,INSERT,insert,False
186,6.2,3.1,force,372,3.099999999954889,-8.747050911188124,-8.454414062500003,0.002122503239661455,,INSERT,insert,False
186,6.2,3.1,productivity,372,3.099999999954889,-8.747050911188124,-8.454414062500003,0.002122503239661455,,INSERT,insert,False
187,6.233333333333333,3.1166666666666667,force,374,3.116666666621313,-8.701989799737929,-8.409658745659726,0.0016944134840741754,,INSERT,insert,False
187,6.233333333333333,3.1166666666666667,productivity,374,3.116666666621313,-8.701989799737929,-8.409658745659726,0.0016944134840741754,,INSERT,insert,False
188,6.266666666666667,3.1333333333333333,force,376,3.1333333332877373,-8.656772226095198,-8.364340277777782,0.001786916982382536,,INSERT,insert,False
188,6.266666666666667,3.1333333333333333,productivity,376,3.1333333332877373,-8.656772226095198,-8.364340277777782,0.001786916982382536,,INSERT,insert,False
189,6.3,3.15,force,378,3.1499999999541615,-8.612404018640516,-8.318461914062505,0.001660194480791688,,INSERT,insert,False
189,6.3,3.15,productivity,378,3.1499999999541615,-8.612404018640516,-8.318461914062505,0.001660194480791688,,INSERT,insert,False
190,6.333333333333333,3.1666666666666665,force,380,3.1666666666205856,-8.569570630788801,-8.272026909722227,0.0018461711006239057,,INSERT,insert,False
190,6.333333333333333,3.1666666666666665,productivity,380,3.1666666666205856,-8.569570630788801,-8.272026909722227,0.0018461711006239057,,INSERT,insert,False
191,6.366666666666666,3.183333333333333,force,382,3.1833333332870097,-8.526647835969923,-8.225038519965283,0.002270093886181712,,INSERT,insert,False
191,6.366666666666666,3.183333333333333,productivity,382,3.1833333332870097,-8.526647835969923,-8.225038519965283,0.002270093886181712,,INSERT,insert,False
192,6.4,3.2,force,384,3.199999999953434,-8.484388142824171,-8.177500000000006,0.002642029896378517,,INSERT,insert,False
192,6.4,3.2,productivity,384,3.199999999953434,-8.484388142824171,-8.177500000000006,0.002642029896378517,,INSERT,insert,False
193,6.433333333333334,3.216666666666667,force,386,3.216666666619858,-8.441942185163496,-8.129414605034729,0.0029541514813899994,,INSERT,insert,False
193,6.433333333333334,3.216666666666667,productivity,386,3.216666666619858,-8.441942185163496,-8.129414605034729,0.0029541514813899994,,INSERT,insert,False
194,6.466666666666667,3.2333333333333334,force,388,3.233333333286282,-8.396508544683455,-8.080785590277783,0.0029585205484181643,,INSERT,insert,False
194,6.466666666666667,3.2333333333333334,productivity,388,3.233333333286282,-8.396508544683455,-8.080785590277783,0.0029585205484181643,,INSERT,insert,False
195,6.5,3.25,force,390,3.2499999999527063,-8.348616212606428,-8.031616210937505,0.0028851176612079144,,INSERT,insert,False
195,6.5,3.25,productivity,390,3.2499999999527063,-8.348616212606428,-8.031616210937505,0.0028851176612079144,,INSERT,insert,False
196,6.533333333333333,3.2666666666666666,force,392,3.2666666666191304,-8.300478011369703,-7.981909722222229,0.003389583434909582,,INSERT,insert,False
196,6.533333333333333,3.2666666666666666,productivity,392,3.2666666666191304,-8.300478011369703,-7.981909722222229,0.003389583434909582,,INSERT,insert,False
197,6.566666666666666,3.283333333333333,force,394,3.2833333332855545,-8.25238451361656,-7.931669379340285,0.0035731131210923195,,INSERT,insert,False
197,6.566666666666666,3.283333333333333,productivity,394,3.2833333332855545,-8.25238451361656,-7.931669379340285,0.0035731131210923195,,INSERT,insert,False
198,6.6,3.3,force,396,3.2999999999519787,-8.204536885023115,-7.880898437500006,0.003333820728585124,,INSERT,insert,False
198,6.6,3.3,productivity,396,3.2999999999519787,-8.204536885023115,-7.880898437500006,0.003333820728585124,,INSERT,insert,False
199,6.633333333333334,3.316666666666667,force,398,3.316666666618403,-8.157099038362501,-7.829600151909729,0.0031179608777165413,,INSERT,insert,False
199,6.633333333333334,3.316666666666667,productivity,398,3.316666666618403,-8.157099038362501,-7.829600151909729,0.0031179608777165413,,INSERT,insert,False
200,6.666666666666667,3.3333333333333335,force,400,3.333333333284827,-8.109191805124281,-7.777777777777785,0.0023671165108680725,,INSERT,insert,False
200,6.666666666666667,3.3333333333333335,productivity,400,3.333333333284827,-8.109191805124281,-7.777777777777785,0.0023671165108680725,,INSERT,insert,False
201,6.7,3.35,force,402,3.349999999951251,-8.05845335125923,-7.725434570312508,0.0018780336249619722,,INSERT,insert,False
201,6.7,3.35,productivity,402,3.349999999951251,-8.05845335125923,-7.725434570312508,0.0018780336249619722,,INSERT,insert,False
202,6.733333333333333,3.3666666666666667,force,404,3.366666666617675,-8.007752150297163,-7.67257378472223,0.001779429498128593,,INSERT,insert,False
202,6.733333333333333,3.3666666666666667,productivity,404,3.366666666617675,-8.007752150297163,-7.67257378472223,0.001779429498128593,,INSERT,insert,False
203,6.766666666666667,3.3833333333333333,force,406,3.3833333332840994,-7.956283539533613,-7.6191986762152855,0.0017816368490457535,,INSERT,insert,False
203,6.766666666666667,3.3833333333333333,productivity,406,3.3833333332840994,-7.956283539533613,-7.6191986762152855,0.0017816368490457535,,INSERT,insert,False
204,6.8,3.4,force,408,3.3999999999505235,-7.903414219617842,-7.565312500000008,0.0015464556636288762,,INSERT,insert,False
204,6.8,3.4,productivity,408,3.3999999999505235,-7.903414219617842,-7.565312500000008,0.0015464556636288762,,INSERT,insert,False
205,6.833333333333333,3.4166666666666665,force,410,3.4166666666169476,-7.850373536348341,-7.51091851128473,0.0016251293709501624,,INSERT,insert,False
205,6.833333333333333,3.4166666666666665,productivity,410,3.4166666666169476,-7.850373536348341,-7.51091851128473,0.0016251293709501624,,INSERT,insert,False
206,6.866666666666666,3.433333333333333,force,412,3.4333333332833718,-7.797556370496748,-7.456019965277786,0.0017339769983664155,,INSERT,insert,False
206,6.866666666666666,3.433333333333333,productivity,412,3.4333333332833718,-7.797556370496748,-7.456019965277786,0.0017339769983664155,,INSERT,insert,False
207,6.9,3.45,force,414,3.449999999949796,-7.7445976436138135,-7.4006201171875095,0.0018972057150676847,,INSERT,insert,False
207,6.9,3.45,productivity,414,3.449999999949796,-7.7445976436138135,-7.4006201171875095,0.0018972057150676847,,INSERT,insert,False
208,6.933333333333334,3.466666666666667,force,416,3.46666666661622,-7.687824219465254,-7.344722222222231,0.0016574077308177948,,INSERT,insert,False
208,6.933333333333334,3.466666666666667,productivity,416,3.46666666661622,-7.687824219465254,-7.344722222222231,0.0016574077308177948,,INSERT,insert,False
209,6.966666666666667,3.4833333333333334,force,418,3.483333333282644,-7.629858702421187,-7.288329535590288,0.004725075792521238,,INSERT,insert,False
209,6.966666666666667,3.4833333333333334,productivity,418,3.483333333282644,-7.629858702421187,-7.288329535590288,0.004725075792521238,,INSERT,insert,False
210,7.0,3.5,force,420,3.4999999999490683,-7.571684569120405,-7.23144531250001,0.0015990649117156863,,INSERT,insert,False
210,7.0,3.5,productivity,420,3.4999999999490683,-7.571684569120405,-7.23144531250001,0.0015990649117156863,,INSERT,insert,False
211,7.033333333333333,3.5166666666666666,force,422,3.5166666666154924,-7.51446411013603,-7.174072808159733,0.0017400773940607905,,INSERT,insert,False
211,7.033333333333333,3.5166666666666666,productivity,422,3.5166666666154924,-7.51446411013603,-7.174072808159733,0.0017400773940607905,,INSERT,insert,False
212,7.066666666666666,3.533333333333333,force,424,3.5333333332819166,-7.457243651151655,-7.116215277777788,0.0013246119488030672,,INSERT,insert,False
212,7.066666666666666,3.533333333333333,productivity,424,3.5333333332819166,-7.457243651151655,-7.116215277777788,0.0013246119488030672,,INSERT,insert,False
213,7.1,3.55,force,426,3.5499999999483407,-7.399896532297133,-7.057875976562511,0.0013060893397778273,,INSERT,insert,False
213,7.1,3.55,productivity,426,3.5499999999483407,-7.399896532297133,-7.057875976562511,0.0013060893397778273,,INSERT,insert,False
214,7.133333333333334,3.566666666666667,force,428,3.566666666614765,-7.34264627099037,-6.999058159722233,0.0012997437734156847,,INSERT,insert,False
214,7.133333333333334,3.566666666666667,productivity,428,3.566666666614765,-7.34264627099037,-6.999058159722233,0.0012997437734156847,,INSERT,insert,False
215,7.166666666666667,3.5833333333333335,force,430,3.583333333281189,-7.2852693498134595,-6.939765082465289,0.0016348783392459154,,INSERT,insert,False
215,7.166666666666667,3.5833333333333335,productivity,430,3.583333333281189,-7.2852693498134595,-6.939765082465289,0.0016348783392459154,,INSERT,insert,False
216,7.2,3.6,force,432,3.599999999947613,-7.223712652921675,-6.880000000000011,0.0021892618387937546,,INSERT,insert,False
216,7.2,3.6,productivity,432,3.599999999947613,-7.223712652921675,-6.880000000000011,0.0021892618387937546,,INSERT,insert,False
217,7.233333333333333,3.6166666666666667,force,434,3.6166666666140372,-7.160390168428419,-6.819766167534734,0.002866387367248535,,INSERT,insert,False
217,7.233333333333333,3.6166666666666667,productivity,434,3.6166666666140372,-7.160390168428419,-6.819766167534734,0.002866387367248535,,INSERT,insert,False
218,7.266666666666667,3.6333333333333333,force,436,3.6333333332804614,-7.0959053933620435,-6.759066840277789,0.0027035188395529985,,INSERT,insert,False
218,7.266666666666667,3.6333333333333333,productivity,436,3.6333333332804614,-7.0959053933620435,-6.759066840277789,0.0027035188395529985,,INSERT,insert,False
219,7.3,3.65,force,438,3.6499999999468855,-7.031040638685225,-6.697905273437513,0.002832725876942277,,INSERT,insert,False
219,7.3,3.65,productivity,438,3.6499999999468855,-7.031040638685225,-6.697905273437513,0.002832725876942277,,INSERT,insert,False
220,7.333333333333333,3.6666666666666665,force,440,3.6666666666133096,-6.966540962457655,-6.636284722222235,0.002830195939168334,,INSERT,insert,False
220,7.333333333333333,3.6666666666666665,productivity,440,3.6666666666133096,-6.966540962457655,-6.636284722222235,0.002830195939168334,,INSERT,insert,False
221,7.366666666666666,3.683333333333333,force,442,3.683333333279734,-6.901713460683821,-6.574208441840291,0.002974849659949541,,INSERT,insert,False
221,7.366666666666666,3.683333333333333,productivity,442,3.683333333279734,-6.901713460683821,-6.574208441840291,0.002974849659949541,,INSERT,insert,False
222,7.4,3.7,force,444,3.699999999946158,-6.836669892072676,-6.511679687500013,0.0029781130142509937,,INSERT,insert,False
222,7.4,3.7,productivity,444,3.699999999946158,-6.836669892072676,-6.511679687500013,0.0029781130142509937,,INSERT,insert,False
223,7.433333333333334,3.716666666666667,force,446,3.716666666612582,-6.766068190336226,-6.4487017144097365,0.0035055612679570913,,INSERT,insert,False
223,7.433333333333334,3.716666666666667,productivity,446,3.716666666612582,-6.766068190336226,-6.4487017144097365,0.0035055612679570913,,INSERT,insert,False
224,7.466666666666667,3.7333333333333334,force,448,3.733333333279006,-6.695496290922163,-6.385277777777792,0.0039481231942772865,,INSERT,insert,False
224,7.466666666666667,3.7333333333333334,productivity,448,3.733333333279006,-6.695496290922163,-6.385277777777792,0.0039481231942772865,,INSERT,insert,False
225,7.5,3.75,force,450,3.7499999999454303,-6.624328345060347,-6.321411132812514,0.004020296968519688,,INSERT,insert,False
225,7.5,3.75,productivity,450,3.7499999999454303,-6.624328345060347,-6.321411132812514,0.004020296968519688,,INSERT,insert,False
226,7.533333333333333,3.7666666666666666,force,452,3.7666666666118545,-6.552333384752272,-6.257105034722237,0.009616031311452389,,INSERT,insert,False
226,7.533333333333333,3.7666666666666666,productivity,452,3.7666666666118545,-6.552333384752272,-6.257105034722237,0.009616031311452389,,INSERT,insert,False
227,7.566666666666666,3.783333333333333,force,454,3.7833333332782786,-6.480710953474043,-6.192362738715293,0.004156886599957943,,INSERT,insert,False
227,7.566666666666666,3.783333333333333,productivity,454,3.7833333332782786,-6.480710953474043,-6.192362738715293,0.004156886599957943,,INSERT,insert,False
228,7.6,3.8,force,456,3.7999999999447027,-6.409721821546553,-6.127187500000016,0.004680569749325514,,INSERT,insert,False
228,7.6,3.8,productivity,456,3.7999999999447027,-6.409721821546553,-6.127187500000016,0.004680569749325514,,INSERT,insert,False
229,7.633333333333334,3.816666666666667,force,458,3.816666666611127,-6.33895620703697,-6.061582573784738,0.004663749132305384,,INSERT,insert,False
229,7.633333333333334,3.816666666666667,productivity,458,3.816666666611127,-6.33895620703697,-6.061582573784738,0.004663749132305384,,INSERT,insert,False
230,7.666666666666667,3.8333333333333335,force,460,3.833333333277551,-6.268592923879622,-5.995551215277794,0.0047314586117863655,,INSERT,insert,False
230,7.666666666666667,3.8333333333333335,productivity,460,3.833333333277551,-6.268592923879622,-5.995551215277794,0.0047314586117863655,,INSERT,insert,False
231,7.7,3.85,force,462,3.849999999943975,-6.198199838399885,-5.929096679687517,0.004758298397064209,,INSERT,insert,False
231,7.7,3.85,productivity,462,3.849999999943975,-6.198199838399885,-5.929096679687517,0.004758298397064209,,INSERT,insert,False
232,7.733333333333333,3.8666666666666667,force,464,3.8666666666103993,-6.127478927373884,-5.862222222222239,0.004769657738506794,,INSERT,insert,False
232,7.733333333333333,3.8666666666666667,productivity,464,3.8666666666103993,-6.127478927373884,-5.862222222222239,0.004769657738506794,,INSERT,insert,False
233,7.766666666666667,3.8833333333333333,force,466,3.8833333332768234,-6.0571305453777295,-5.794931098090296,0.004773355554789305,,INSERT,insert,False
233,7.766666666666667,3.8833333333333333,productivity,466,3.8833333332768234,-6.0571305453777295,-5.794931098090296,0.004773355554789305,,INSERT,insert,False
234,7.8,3.9,force,468,3.8999999999432475,-5.986819416284559,-5.727226562500018,0.004791278392076492,,INSERT,insert,False
234,7.8,3.9,productivity,468,3.8999999999432475,-5.986819416284559,-5.727226562500018,0.004791278392076492,,INSERT,insert,False
235,7.833333333333333,3.9166666666666665,force,470,3.9166666666096717,-5.9162847697734815,-5.65911187065974,0.004798760637640953,,INSERT,insert,False
235,7.833333333333333,3.9166666666666665,productivity,470,3.9166666666096717,-5.9162847697734815,-5.65911187065974,0.004798760637640953,,INSERT,insert,False
236,7.866666666666666,3.933333333333333,force,472,3.933333333276096,-5.8563224971294385,-5.590590277777795,0.00922912172973156,,INSERT,insert,False
236,7.866666666666666,3.933333333333333,productivity,472,3.933333333276096,-5.8563224971294385,-5.590590277777795,0.00922912172973156,,INSERT,insert,False
237,7.9,3.95,force,474,3.94999999994252,-5.816946178674696,-5.521665039062519,0.0023804865777492523,,INSERT,insert,False
237,7.9,3.95,productivity,474,3.94999999994252,-5.816946178674696,-5.521665039062519,0.0023804865777492523,,INSERT,insert,False
238,7.933333333333334,3.966666666666667,force,476,3.966666666608944,-5.775610357522963,-5.452339409722241,0.005861362908035517,,INSERT,insert,False
238,7.933333333333334,3.966666666666667,productivity,476,3.966666666608944,-5.775610357522963,-5.452339409722241,0.005861362908035517,,INSERT,insert,False
239,7.966666666666667,3.9833333333333334,force,478,3.983333333275368,-5.721019953489302,-5.382616644965298,0.008591925725340843,,INSERT,insert,False
239,7.966666666666667,3.9833333333333334,productivity,478,3.983333333275368,-5.721019953489302,-5.382616644965298,0.008591925725340843,,INSERT,insert,False
240,8.0,4.0,force,480,3.9999999999417923,-5.649613589048384,-5.3125000000000195,0.003753355471417308,,INSERT,insert,False
240,8.0,4.0,productivity,480,3.9999999999417923,-5.649613589048384,-5.3125000000000195,0.003753355471417308,,INSERT,insert,False
241,8.033333333333333,4.016666666666667,force,482,4.0166666666082165,-5.576910823583601,-5.241992730034742,0.0025516219902783632,,INSERT,insert,False
241,8.033333333333333,4.016666666666667,productivity,482,4.0166666666082165,-5.576910823583601,-5.241992730034742,0.0025516219902783632,,INSERT,insert,False
242,8.066666666666666,4.033333333333333,force,484,4.033333333274641,-5.504021793603895,-5.171098090277797,0.002098859753459692,,INSERT,insert,False
242,8.066666666666666,4.033333333333333,productivity,484,4.033333333274641,-5.504021793603895,-5.171098090277797,0.002098859753459692,,INSERT,insert,False
243,8.1,4.05,force,486,4.049999999941065,-5.430790036916731,-5.09981933593752,0.001779942656867206,,INSERT,insert,False
243,8.1,4.05,productivity,486,4.049999999941065,-5.430790036916731,-5.09981933593752,0.001779942656867206,,INSERT,insert,False
244,8.133333333333333,4.066666666666666,force,488,4.066666666607489,-5.348163098096846,-5.0281597222222425,0.001642802613787353,,INSERT,insert,False
244,8.133333333333333,4.066666666666666,productivity,488,4.066666666607489,-5.348163098096846,-5.0281597222222425,0.001642802613787353,,INSERT,insert,False
245,8.166666666666666,4.083333333333333,force,490,4.083333333273913,-5.264016240835188,-4.956122504340298,0.0029864762909710407,,INSERT,insert,False
245,8.166666666666666,4.083333333333333,productivity,490,4.083333333273913,-5.264016240835188,-4.956122504340298,0.0029864762909710407,,INSERT,insert,False
246,8.2,4.1,force,492,4.099999999940337,-5.180227011442183,-4.883710937500021,0.00361029920168221,,INSERT,insert,False
246,8.2,4.1,productivity,492,4.099999999940337,-5.180227011442183,-4.883710937500021,0.00361029920168221,,INSERT,insert,False
247,8.233333333333333,4.116666666666666,force,494,4.116666666606761,-5.101176351308821,-4.810928276909745,0.005294649861752987,,INSERT,insert,False
247,8.233333333333333,4.116666666666666,productivity,494,4.116666666606761,-5.101176351308821,-4.810928276909745,0.005294649861752987,,INSERT,insert,False
248,8.266666666666667,4.133333333333334,force,496,4.133333333273185,-5.050795525312422,-4.737777777777801,0.0020971670746803284,,INSERT,insert,False
248,8.266666666666667,4.133333333333334,productivity,496,4.133333333273185,-5.050795525312422,-4.737777777777801,0.0020971670746803284,,INSERT,insert,False
249,8.3,4.15,force,498,4.1499999999396096,-5.000012367963789,-4.664262695312523,0.00532708503305912,,INSERT,insert,False
249,8.3,4.15,productivity,498,4.1499999999396096,-5.000012367963789,-4.664262695312523,0.00532708503305912,,INSERT,insert,False
250,8.333333333333334,4.166666666666667,force,500,4.166666666606034,-4.936414211988447,-4.5903862847222445,0.00814259983599186,,INSERT,insert,False
250,8.333333333333334,4.166666666666667,productivity,500,4.166666666606034,-4.936414211988447,-4.5903862847222445,0.00814259983599186,,INSERT,insert,False
251,8.366666666666667,4.183333333333334,force,502,4.183333333272458,-4.853533953428267,-4.516151801215301,0.002403822960332036,,INSERT,insert,False
251,8.366666666666667,4.183333333333334,productivity,502,4.183333333272458,-4.853533953428267,-4.516151801215301,0.002403822960332036,,INSERT,insert,False
252,8.4,4.2,force,504,4.199999999938882,-4.771026223897932,-4.441562500000023,0.0010133080650120974,,INSERT,insert,False
252,8.4,4.2,productivity,504,4.199999999938882,-4.771026223897932,-4.441562500000023,0.0010133080650120974,,INSERT,insert,False
253,8.433333333333334,4.216666666666667,force,506,4.216666666605306,-4.688332229852675,-4.366621636284746,0.0016519848722964525,,INSERT,insert,False
253,8.433333333333334,4.216666666666667,productivity,506,4.216666666605306,-4.688332229852675,-4.366621636284746,0.0016519848722964525,,INSERT,insert,False
254,8.466666666666667,4.233333333333333,force,508,4.23333333327173,-4.605958610773085,-4.291332465277801,0.0021573163103312254,,INSERT,insert,False
254,8.466666666666667,4.233333333333333,productivity,508,4.23333333327173,-4.605958610773085,-4.291332465277801,0.0021573163103312254,,INSERT,insert,False
255,8.5,4.25,force,510,4.249999999938154,-4.523897916078566,-4.215698242187524,0.0028679475653916597,,INSERT,insert,False
255,8.5,4.25,productivity,510,4.249999999938154,-4.523897916078566,-4.215698242187524,0.0028679475653916597,,INSERT,insert,False
256,8.533333333333333,4.266666666666667,force,512,4.2666666666045785,-4.4425450265407544,-4.139722222222248,0.0034770178608596325,,INSERT,insert,False
256,8.533333333333333,4.266666666666667,productivity,512,4.2666666666045785,-4.4425450265407544,-4.139722222222248,0.0034770178608596325,,INSERT,insert,False
257,8.566666666666666,4.283333333333333,force,514,4.283333333271003,-4.385667294263838,-4.063407660590303,0.0046211425215005875,,INSERT,insert,False
257,8.566666666666666,4.283333333333333,productivity,514,4.283333333271003,-4.385667294263838,-4.063407660590303,0.0046211425215005875,,INSERT,insert,False
258,8.6,4.3,force,516,4.299999999937427,-4.331158846616743,-3.9867578125000254,0.004837795626372099,,INSERT,insert,False
258,8.6,4.3,productivity,516,4.299999999937427,-4.331158846616743,-3.9867578125000254,0.004837795626372099,,INSERT,insert,False
259,8.633333333333333,4.316666666666666,force,518,4.316666666603851,-4.254551976919172,-3.9097759331597484,0.01316110510379076,,INSERT,insert,False
259,8.633333333333333,4.316666666666666,productivity,518,4.316666666603851,-4.254551976919172,-3.9097759331597484,0.01316110510379076,,INSERT,insert,False
260,8.666666666666666,4.333333333333333,force,520,4.333333333270275,-4.171366244554518,-3.832465277777805,0.0013949975837022066,,INSERT,insert,False
260,8.666666666666666,4.333333333333333,productivity,520,4.333333333270275,-4.171366244554518,-3.832465277777805,0.0013949975837022066,,INSERT,insert,False
261,8.7,4.35,force,522,4.349999999936699,-4.087785631418226,-3.7548291015625264,0.0012953575933352113,,INSERT,insert,False
261,8.7,4.35,productivity,522,4.349999999936699,-4.087785631418226,-3.7548291015625264,0.0012953575933352113,,INSERT,insert,False
262,8.733333333333333,4.366666666666666,force,524,4.366666666603123,-4.0041454136371595,-3.6768706597222485,0.0019123462261632085,,INSERT,insert,False
262,8.733333333333333,4.366666666666666,productivity,524,4.366666666603123,-4.0041454136371595,-3.6768706597222485,0.0019123462261632085,,INSERT,insert,False
263,8.766666666666667,4.383333333333334,force,526,4.383333333269547,-3.9214141666889177,-3.5985932074653046,0.0025027499068528414,,INSERT,insert,False
263,8.766666666666667,4.383333333333334,productivity,526,4.383333333269547,-3.9214141666889177,-3.5985932074653046,0.0025027499068528414,,INSERT,insert,False
264,8.8,4.4,force,528,4.399999999935972,-3.849881142377852,-3.520000000000028,0.005200251005589962,,INSERT,insert,False
264,8.8,4.4,productivity,528,4.399999999935972,-3.849881142377852,-3.520000000000028,0.005200251005589962,,INSERT,insert,False
265,8.833333333333334,4.416666666666667,force,530,4.416666666602396,-3.796393424272536,-3.44109429253475,0.003706655465066433,,INSERT,insert,False
265,8.833333333333334,4.416666666666667,productivity,530,4.416666666602396,-3.796393424272536,-3.44109429253475,0.003706655465066433,,INSERT,insert,False
266,8.866666666666667,4.433333333333334,force,532,4.43333333326882,-3.722260147333144,-3.361879340277805,0.006562753580510616,,INSERT,insert,False
266,8.866666666666667,4.433333333333334,productivity,532,4.43333333326882,-3.722260147333144,-3.361879340277805,0.006562753580510616,,INSERT,insert,False
267,8.9,4.45,force,534,4.449999999935244,-3.6405421793460833,-3.2823583984375286,0.0017880310770124197,,INSERT,insert,False
267,8.9,4.45,productivity,534,4.449999999935244,-3.6405421793460833,-3.2823583984375286,0.0017880310770124197,,INSERT,insert,False
268,8.933333333333334,4.466666666666667,force,536,4.466666666601668,-3.5577513277530657,-3.2025347222222527,0.00160658557433635,,INSERT,insert,False
268,8.933333333333334,4.466666666666667,productivity,536,4.466666666601668,-3.5577513277530657,-3.2025347222222527,0.00160658557433635,,INSERT,insert,False
269,8.966666666666667,4.483333333333333,force,538,4.483333333268092,-3.4711085259914385,-3.1224115668403076,0.001769819064065814,,INSERT,insert,False
