trajectory_id,folder,family,sample_role,split_group_id,checkpoint_depth_mm,time_s,horizon_s,Y_R_tested,Y_stall,stall_label_reason,time_to_first_stall_s
slot012_try00,slot012_try00,centered,repeatability_control,centered_controls,15.0,7.991666666768424,1.0,1,0,full_horizon_without_stall,
slot012_try00,slot012_try00,centered,repeatability_control,centered_controls,15.0,7.991666666768424,2.0,1,0,full_horizon_without_stall,
slot012_try00,slot012_try00,centered,repeatability_control,centered_controls,20.0,9.808333333458222,1.0,1,,right_censored,
slot012_try00,slot012_try00,centered,repeatability_control,centered_controls,20.0,9.808333333458222,2.0,1,,right_censored,
slot013_try00,slot013_try00,x_offset,characterization,slot013,5.0,6.083333333410792,1.0,1,0,full_horizon_without_stall,
slot013_try00,slot013_try00,x_offset,characterization,slot013,5.0,6.083333333410792,2.0,1,0,full_horizon_without_stall,
slot013_try00,slot013_try00,x_offset,characterization,slot013,10.0,6.991666666755691,1.0,1,0,full_horizon_without_stall,
slot013_try00,slot013_try00,x_offset,characterization,slot013,10.0,6.991666666755691,2.0,1,0,full_horizon_without_stall,
slot013_try00,slot013_try00,x_offset,characterization,slot013,15.0,8.016666666768742,1.0,1,0,full_horizon_without_stall,
slot013_try00,slot013_try00,x_offset,characterization,slot013,15.0,8.016666666768742,2.0,1,,right_censored,
slot013_try00,slot013_try00,x_offset,characterization,slot013,20.0,10.075000000128284,1.0,1,,not_inserting,
slot013_try00,slot013_try00,x_offset,characterization,slot013,20.0,10.075000000128284,2.0,1,,not_inserting,
slot014_try00,slot014_try00,y_offset,characterization,slot014,5.0,6.158333333411747,1.0,1,0,full_horizon_without_stall,
slot014_try00,slot014_try00,y_offset,characterization,slot014,5.0,6.158333333411747,2.0,1,0,full_horizon_without_stall,
slot014_try00,slot014_try00,y_offset,characterization,slot014,10.0,7.041666666756328,1.0,1,0,full_horizon_without_stall,
slot014_try00,slot014_try00,y_offset,characterization,slot014,10.0,7.041666666756328,2.0,1,0,full_horizon_without_stall,
slot014_try00,slot014_try00,y_offset,characterization,slot014,15.0,8.083333333436258,1.0,1,0,full_horizon_without_stall,
slot014_try00,slot014_try00,y_offset,characterization,slot014,15.0,8.083333333436258,2.0,1,,right_censored,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,5.0,6.066666666743913,1.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,5.0,6.066666666743913,2.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,10.0,6.975000000088812,1.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,10.0,6.975000000088812,2.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,15.0,7.991666666768424,1.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,15.0,7.991666666768424,2.0,1,0,full_horizon_without_stall,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,20.0,9.808333333458222,1.0,1,,right_censored,
slot015_try00,slot015_try00,diagonal_offset,characterization,slot015,20.0,9.808333333458222,2.0,1,,right_censored,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,5.0,6.074999999911597,1.0,1,0,full_horizon_without_stall,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,5.0,6.074999999911597,2.0,1,0,full_horizon_without_stall,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,10.0,6.9833333332317125,1.0,1,0,full_horizon_without_stall,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,10.0,6.9833333332317125,2.0,1,0,full_horizon_without_stall,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,15.0,8.02499999988322,1.0,1,0,full_horizon_without_stall,
slot016_try00,slot016_try00,tilt_only,characterization,slot016,15.0,8.02499999988322,2.0,1,,right_censored,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,20.0,9.816666666523815,1.0,1,,right_censored,
slot017_try00,slot017_try00,offset_tilt,characterization,slot017,20.0,9.816666666523815,2.0,1,,right_censored,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,1.0,1,,right_censored,
slot018_try00,slot018_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,2.0,1,,right_censored,
slot019_try00,slot019_try00,x_offset,characterization,slot019,5.0,6.083333333244809,1.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,5.0,6.083333333244809,2.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,10.0,6.9833333332317125,1.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,10.0,6.9833333332317125,2.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,15.0,7.999999999883585,1.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,15.0,7.999999999883585,2.0,1,0,full_horizon_without_stall,
slot019_try00,slot019_try00,x_offset,characterization,slot019,20.0,9.941666666521996,1.0,1,,right_censored,
slot019_try00,slot019_try00,x_offset,characterization,slot019,20.0,9.941666666521996,2.0,1,,right_censored,
slot020_try00,slot020_try00,y_offset,characterization,slot020,5.0,6.099999999911233,1.0,1,0,full_horizon_without_stall,
slot020_try00,slot020_try00,y_offset,characterization,slot020,5.0,6.099999999911233,2.0,1,0,full_horizon_without_stall,
slot020_try00,slot020_try00,y_offset,characterization,slot020,10.0,7.024999999897773,1.0,1,0,full_horizon_without_stall,
slot020_try00,slot020_try00,y_offset,characterization,slot020,10.0,7.024999999897773,2.0,1,0,full_horizon_without_stall,
slot020_try00,slot020_try00,y_offset,characterization,slot020,15.0,8.05833333321607,1.0,1,0,full_horizon_without_stall,
slot020_try00,slot020_try00,y_offset,characterization,slot020,15.0,8.05833333321607,2.0,1,,right_censored,
slot020_try00,slot020_try00,y_offset,characterization,slot020,20.0,10.874999999841748,1.0,1,,not_inserting,
slot020_try00,slot020_try00,y_offset,characterization,slot020,20.0,10.874999999841748,2.0,1,,not_inserting,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,5.0,6.074999999911597,1.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,5.0,6.074999999911597,2.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,20.0,9.808333333190603,1.0,1,,right_censored,
slot021_try00,slot021_try00,diagonal_offset,characterization,slot021,20.0,9.808333333190603,2.0,1,,right_censored,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,20.0,9.808333333190603,1.0,1,,right_censored,
slot022_try00,slot022_try00,tilt_only,characterization,slot022,20.0,9.808333333190603,2.0,1,,right_censored,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,20.0,9.816666666523815,1.0,1,,right_censored,
slot023_try00,slot023_try00,offset_tilt,characterization,slot023,20.0,9.816666666523815,2.0,1,,right_censored,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,1.0,1,,right_censored,
slot024_try00,slot024_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,2.0,1,,right_censored,
slot025_try00,slot025_try00,x_offset,characterization,slot025,5.0,6.083333333244809,1.0,1,0,full_horizon_without_stall,
slot025_try00,slot025_try00,x_offset,characterization,slot025,5.0,6.083333333244809,2.0,1,0,full_horizon_without_stall,
slot025_try00,slot025_try00,x_offset,characterization,slot025,10.0,6.9916666665649245,1.0,1,0,full_horizon_without_stall,
slot025_try00,slot025_try00,x_offset,characterization,slot025,10.0,6.9916666665649245,2.0,1,0,full_horizon_without_stall,
slot025_try00,slot025_try00,x_offset,characterization,slot025,15.0,8.02499999988322,1.0,1,0,full_horizon_without_stall,
slot025_try00,slot025_try00,x_offset,characterization,slot025,15.0,8.02499999988322,2.0,1,,right_censored,
slot025_try00,slot025_try00,x_offset,characterization,slot025,20.0,9.91666666652236,1.0,1,,right_censored,
slot025_try00,slot025_try00,x_offset,characterization,slot025,20.0,9.91666666652236,2.0,1,,right_censored,
slot026_try00,slot026_try00,y_offset,characterization,slot026,5.0,6.1166666665776575,1.0,1,0,full_horizon_without_stall,
slot026_try00,slot026_try00,y_offset,characterization,slot026,5.0,6.1166666665776575,2.0,1,0,full_horizon_without_stall,
slot026_try00,slot026_try00,y_offset,characterization,slot026,10.0,7.033333333230985,1.0,1,0,full_horizon_without_stall,
slot026_try00,slot026_try00,y_offset,characterization,slot026,10.0,7.033333333230985,2.0,1,0,full_horizon_without_stall,
slot026_try00,slot026_try00,y_offset,characterization,slot026,15.0,8.066666666549281,1.0,1,0,full_horizon_without_stall,
slot026_try00,slot026_try00,y_offset,characterization,slot026,15.0,8.066666666549281,2.0,1,,right_censored,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,20.0,9.808333333190603,1.0,1,,right_censored,
slot027_try00,slot027_try00,diagonal_offset,characterization,slot027,20.0,9.808333333190603,2.0,1,,right_censored,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,20.0,9.816666666523815,1.0,1,,right_censored,
slot028_try00,slot028_try00,tilt_only,characterization,slot028,20.0,9.816666666523815,2.0,1,,right_censored,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,5.0,6.083333333244809,1.0,1,0,full_horizon_without_stall,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,5.0,6.083333333244809,2.0,1,0,full_horizon_without_stall,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,10.0,7.074999999897045,1.0,1,0,full_horizon_without_stall,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,10.0,7.074999999897045,2.0,1,0,full_horizon_without_stall,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,15.0,8.158333333214614,1.0,1,0,full_horizon_without_stall,
slot029_try00,slot029_try00,offset_tilt,characterization,slot029,15.0,8.158333333214614,2.0,1,,right_censored,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,10.0,6.9749999998985,2.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,1.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,15.0,7.991666666550373,2.0,1,0,full_horizon_without_stall,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,1.0,1,,right_censored,
slot030_try00,slot030_try00,centered,repeatability_control,centered_controls,20.0,9.808333333190603,2.0,1,,right_censored,
slot031_try00,slot031_try00,x_offset,characterization,slot031,5.0,6.066666666578385,1.0,1,0,full_horizon_without_stall,
slot031_try00,slot031_try00,x_offset,characterization,slot031,5.0,6.066666666578385,2.0,1,0,full_horizon_without_stall,
slot031_try00,slot031_try00,x_offset,characterization,slot031,10.0,6.9749999998985,1.0,1,0,full_horizon_without_stall,
